n,modo,ordem_criacao,ordem_termino,bateu,inversoes
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-0-2-1,0,4
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,3-2-0-1,0,5
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,1-3-2-0,0,4
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,0-1-3-2,0,1
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
4,1,0-1-2-3,2-0-1-3,0,2
8,1,0-1-2-3-4-5-6-7,2-1-7-4-5-0-6-3,0,13
8,1,0-1-2-3-4-5-6-7,5-0-1-4-2-3-7-6,0,8
8,1,0-1-2-3-4-5-6-7,5-2-1-0-7-4-3-6,0,12
8,1,0-1-2-3-4-5-6-7,2-0-5-7-4-1-3-6,0,11
8,1,0-1-2-3-4-5-6-7,5-4-7-0-2-6-1-3,0,17
8,1,0-1-2-3-4-5-6-7,2-1-4-0-5-7-3-6,0,8
8,1,0-1-2-3-4-5-6-7,0-4-1-7-5-2-6-3,0,10
8,1,0-1-2-3-4-5-6-7,4-7-1-2-5-0-3-6,0,14
8,1,0-1-2-3-4-5-6-7,5-2-7-1-0-4-6-3,0,15
8,1,0-1-2-3-4-5-6-7,0-5-7-2-6-4-1-3,0,15
8,1,0-1-2-3-4-5-6-7,2-7-1-5-4-0-3-6,0,14
8,1,0-1-2-3-4-5-6-7,0-3-4-1-5-2-6-7,0,5
8,1,0-1-2-3-4-5-6-7,5-3-0-4-2-6-7-1,0,13
8,1,0-1-2-3-4-5-6-7,3-0-7-4-2-6-5-1,0,14
8,1,0-1-2-3-4-5-6-7,5-2-3-0-6-7-1-4,0,13
8,1,0-1-2-3-4-5-6-7,5-0-2-3-4-1-6-7,0,8
8,1,0-1-2-3-4-5-6-7,5-2-3-0-6-1-7-4,0,12
8,1,0-1-2-3-4-5-6-7,6-3-2-4-7-1-5-0,0,18
8,1,0-1-2-3-4-5-6-7,6-2-5-7-1-3-0-4,0,18
8,1,0-1-2-3-4-5-6-7,6-5-2-3-7-0-4-1,0,19
8,1,0-1-2-3-4-5-6-7,6-3-5-2-7-0-4-1,0,19
8,1,0-1-2-3-4-5-6-7,6-5-3-4-2-0-7-1,0,20
8,1,0-1-2-3-4-5-6-7,3-2-0-7-6-5-4-1,0,15
8,1,0-1-2-3-4-5-6-7,1-5-0-7-6-3-2-4,0,13
8,1,0-1-2-3-4-5-6-7,1-3-5-2-6-0-7-4,0,10
8,1,0-1-2-3-4-5-6-7,6-1-3-2-0-7-4-5,0,12
8,1,0-1-2-3-4-5-6-7,4-1-6-3-2-0-5-7,0,12
8,1,0-1-2-3-4-5-6-7,1-4-5-2-0-6-3-7,0,9
8,1,0-1-2-3-4-5-6-7,1-6-3-4-2-7-5-0,0,14
8,1,0-1-2-3-4-5-6-7,4-6-1-5-0-2-3-7,0,13
8,1,0-1-2-3-4-5-6-7,6-3-2-4-1-7-5-0,0,17
8,1,0-1-2-3-4-5-6-7,1-4-5-2-3-6-0-7,0,10
8,1,0-1-2-3-4-5-6-7,4-7-1-3-6-0-2-5,0,16
8,1,0-1-2-3-4-5-6-7,7-1-0-4-6-5-3-2,0,16
8,1,0-1-2-3-4-5-6-7,4-7-0-1-6-3-2-5,0,14
8,1,0-1-2-3-4-5-6-7,4-7-0-6-1-5-3-2,0,17
8,1,0-1-2-3-4-5-6-7,0-1-6-7-4-5-2-3,0,12
8,1,0-1-2-3-4-5-6-7,1-0-4-6-7-5-2-3,0,11
8,1,0-1-2-3-4-5-6-7,4-6-0-1-5-7-2-3,0,13
8,1,0-1-2-3-4-5-6-7,0-7-6-4-3-1-2-5,0,16
8,1,0-1-2-3-4-5-6-7,0-4-1-7-3-5-6-2,0,10
8,1,0-1-2-3-4-5-6-7,2-0-7-6-1-3-4-5,0,11
8,1,0-1-2-3-4-5-6-7,4-7-1-2-0-5-3-6,0,13
8,1,0-1-2-3-4-5-6-7,0-2-7-4-6-1-5-3,0,12
8,1,0-1-2-3-4-5-6-7,2-0-4-7-6-1-3-5,0,11
8,1,0-1-2-3-4-5-6-7,4-1-2-7-0-6-3-5,0,12
8,1,0-1-2-3-4-5-6-7,2-0-7-4-1-6-5-3,0,12
8,1,0-1-2-3-4-5-6-7,5-0-2-7-1-6-4-3,0,13
8,1,0-1-2-3-4-5-6-7,5-2-7-1-0-4-3-6,0,14
8,1,0-1-2-3-4-5-6-7,5-2-0-7-4-6-1-3,0,15
8,1,0-1-2-3-4-5-6-7,2-0-5-4-7-6-1-3,0,12
8,1,0-1-2-3-4-5-6-7,5-0-7-1-2-6-4-3,0,13
8,1,0-1-2-3-4-5-6-7,2-0-4-1-5-6-7-3,0,7
8,1,0-1-2-3-4-5-6-7,5-2-4-1-0-3-7-6,0,12
8,1,0-1-2-3-4-5-6-7,5-2-1-7-6-0-4-3,0,16
8,1,0-1-2-3-4-5-6-7,5-2-4-0-1-3-6-7,0,10
8,1,0-1-2-3-4-5-6-7,5-0-1-7-2-3-4-6,0,9
8,1,0-1-2-3-4-5-6-7,5-4-7-2-0-1-6-3,0,17
8,1,0-1-2-3-4-5-6-7,5-2-4-0-1-7-3-6,0,12
8,1,0-1-2-3-4-5-6-7,2-0-4-5-1-6-7-3,0,8
8,1,0-1-2-3-4-5-6-7,2-0-4-5-7-6-1-3,0,11
8,1,0-1-2-3-4-5-6-7,2-1-5-4-7-6-0-3,0,13
8,1,0-1-2-3-4-5-6-7,2-0-4-7-6-5-1-3,0,13
8,1,0-1-2-3-4-5-6-7,0-5-7-4-2-1-3-6,0,13
8,1,0-1-2-3-4-5-6-7,5-2-0-1-4-7-6-3,0,11
8,1,0-1-2-3-4-5-6-7,5-4-7-2-0-6-1-3,0,18
8,1,0-1-2-3-4-5-6-7,3-2-5-1-7-0-4-6,0,12
8,1,0-1-2-3-4-5-6-7,5-3-2-7-4-1-0-6,0,17
8,1,0-1-2-3-4-5-6-7,6-3-2-0-5-1-4-7,0,13
8,1,0-1-2-3-4-5-6-7,5-3-1-7-2-6-4-0,0,17
8,1,0-1-2-3-4-5-6-7,6-5-0-2-7-3-1-4,0,16
8,1,0-1-2-3-4-5-6-7,6-3-5-2-7-0-4-1,0,19
8,1,0-1-2-3-4-5-6-7,6-5-2-3-7-0-4-1,0,19
8,1,0-1-2-3-4-5-6-7,6-5-3-7-1-4-2-0,0,22
8,1,0-1-2-3-4-5-6-7,6-3-0-1-7-2-4-5,0,12
8,1,0-1-2-3-4-5-6-7,6-3-5-1-4-7-2-0,0,19
8,1,0-1-2-3-4-5-6-7,6-5-2-3-7-4-0-1,0,20
8,1,0-1-2-3-4-5-6-7,1-2-5-6-0-7-3-4,0,10
8,1,0-1-2-3-4-5-6-7,1-6-5-0-3-7-2-4,0,13
8,1,0-1-2-3-4-5-6-7,4-6-1-5-3-0-7-2,0,16
8,1,0-1-2-3-4-5-6-7,1-3-6-0-5-2-7-4,0,10
8,1,0-1-2-3-4-5-6-7,4-6-3-1-2-0-5-7,0,14
8,1,0-1-2-3-4-5-6-7,4-6-1-3-5-0-2-7,0,14
8,1,0-1-2-3-4-5-6-7,6-1-4-3-0-5-7-2,0,14
8,1,0-1-2-3-4-5-6-7,7-1-6-3-4-2-5-0,0,19
8,1,0-1-2-3-4-5-6-7,1-7-6-4-5-2-3-0,0,20
8,1,0-1-2-3-4-5-6-7,0-4-1-7-6-3-2-5,0,11
8,1,0-1-2-3-4-5-6-7,0-4-1-6-3-7-5-2,0,10
8,1,0-1-2-3-4-5-6-7,4-1-0-7-6-3-5-2,0,14
8,1,0-1-2-3-4-5-6-7,0-7-1-3-4-2-5-6,0,8
8,1,0-1-2-3-4-5-6-7,4-7-0-6-5-2-1-3,0,18
8,1,0-1-2-3-4-5-6-7,0-4-1-6-7-5-3-2,0,12
8,1,0-1-2-3-4-5-6-7,0-1-6-3-7-4-2-5,0,9
8,1,0-1-2-3-4-5-6-7,2-7-1-0-4-6-5-3,0,13
8,1,0-1-2-3-4-5-6-7,0-1-7-6-4-3-5-2,0,13
8,1,0-1-2-3-4-5-6-7,2-0-1-7-6-4-5-3,0,11
8,1,0-1-2-3-4-5-6-7,2-0-4-1-7-3-6-5,0,8
8,1,0-1-2-3-4-5-6-7,1-7-2-4-6-0-5-3,0,14
8,1,0-1-2-3-4-5-6-7,2-0-4-5-1-7-6-3,0,9
8,1,0-1-2-3-4-5-6-7,4-2-0-1-7-3-5-6,0,9
8,1,0-1-2-3-4-5-6-7,0-2-1-5-4-6-7-3,0,6
8,1,0-1-2-3-4-5-6-7,5-2-0-7-6-4-1-3,0,16
8,1,0-1-2-3-4-5-6-7,5-7-1-0-2-6-4-3,0,15
8,1,0-1-2-3-4-5-6-7,5-0-4-1-2-7-6-3,0,11
8,1,0-1-2-3-4-5-6-7,2-5-7-1-4-0-3-6,0,14
8,1,0-1-2-3-4-5-6-7,5-2-0-7-1-4-6-3,0,13
8,1,0-1-2-3-4-5-6-7,0-7-1-5-2-4-6-3,0,11
8,1,0-1-2-3-4-5-6-7,5-0-4-2-7-6-1-3,0,14
8,1,0-1-2-3-4-5-6-7,5-0-4-2-1-7-6-3,0,12
8,1,0-1-2-3-4-5-6-7,5-4-1-0-2-6-7-3,0,12
8,1,0-1-2-3-4-5-6-7,5-2-0-4-1-6-3-7,0,10
8,1,0-1-2-3-4-5-6-7,5-4-7-2-1-6-0-3,0,19
8,1,0-1-2-3-4-5-6-7,0-4-7-5-2-6-1-3,0,14
8,1,0-1-2-3-4-5-6-7,5-2-1-7-0-6-4-3,0,15
8,1,0-1-2-3-4-5-6-7,0-2-1-5-6-7-4-3,0,8
8,1,0-1-2-3-4-5-6-7,2-0-5-4-1-7-3-6,0,9
8,1,0-1-2-3-4-5-6-7,5-4-7-0-2-6-1-3,0,17
8,1,0-1-2-3-4-5-6-7,5-4-7-1-0-2-6-3,0,16
8,1,0-1-2-3-4-5-6-7,5-2-0-3-6-4-1-7,0,11
8,1,0-1-2-3-4-5-6-7,5-3-0-4-7-2-1-6,0,14
8,1,0-1-2-3-4-5-6-7,5-3-0-7-2-6-4-1,0,16
8,1,0-1-2-3-4-5-6-7,5-3-6-2-4-7-1-0,0,19
8,1,0-1-2-3-4-5-6-7,5-7-1-3-0-2-6-4,0,15
8,1,0-1-2-3-4-5-6-7,6-0-5-7-1-3-2-4,0,15
8,1,0-1-2-3-4-5-6-7,6-3-2-7-1-5-0-4,0,18
8,1,0-1-2-3-4-5-6-7,6-3-2-0-4-5-1-7,0,13
8,1,0-1-2-3-4-5-6-7,5-3-6-4-0-1-2-7,0,15
8,1,0-1-2-3-4-5-6-7,6-5-3-7-1-0-2-4,0,19
8,1,0-1-2-3-4-5-6-7,6-0-2-4-1-3-5-7,0,9
8,1,0-1-2-3-4-5-6-7,6-4-7-0-3-5-1-2,0,19
8,1,0-1-2-3-4-5-6-7,6-5-3-4-7-2-0-1,0,22
8,1,0-1-2-3-4-5-6-7,6-2-5-7-4-3-0-1,0,21
8,1,0-1-2-3-4-5-6-7,1-6-3-7-5-4-2-0,0,18
8,1,0-1-2-3-4-5-6-7,1-3-5-2-6-4-0-7,0,10
8,1,0-1-2-3-4-5-6-7,4-1-6-3-5-2-0-7,0,14
8,1,0-1-2-3-4-5-6-7,1-6-4-3-5-0-2-7,0,13
8,1,0-1-2-3-4-5-6-7,4-1-6-5-3-7-2-0,0,17
8,1,0-1-2-3-4-5-6-7,4-7-6-1-5-2-3-0,0,21
8,1,0-1-2-3-4-5-6-7,4-1-6-7-3-5-2-0,0,18
8,1,0-1-2-3-4-5-6-7,7-1-0-4-3-5-6-2,0,13
8,1,0-1-2-3-4-5-6-7,0-1-6-4-3-7-5-2,0,10
8,1,0-1-2-3-4-5-6-7,0-7-6-1-3-4-5-2,0,14
8,1,0-1-2-3-4-5-6-7,7-0-1-6-4-5-2-3,0,15
8,1,0-1-2-3-4-5-6-7,4-7-1-0-5-3-6-2,0,15
8,1,0-1-2-3-4-5-6-7,1-4-0-6-7-5-2-3,0,12
8,1,0-1-2-3-4-5-6-7,7-1-0-4-3-6-5-2,0,14
8,1,0-1-2-3-4-5-6-7,4-2-1-0-7-6-5-3,0,13
8,1,0-1-2-3-4-5-6-7,0-7-4-6-1-3-2-5,0,14
8,1,0-1-2-3-4-5-6-7,0-2-1-6-7-4-3-5,0,8
8,1,0-1-2-3-4-5-6-7,2-0-7-1-4-3-5-6,0,8
8,1,0-1-2-3-4-5-6-7,7-1-0-2-6-4-5-3,0,13
8,1,0-1-2-3-4-5-6-7,0-4-7-2-6-1-3-5,0,12
8,1,0-1-2-3-4-5-6-7,5-4-7-2-0-6-1-3,0,18
8,1,0-1-2-3-4-5-6-7,5-0-2-1-6-7-4-3,0,11
8,1,0-1-2-3-4-5-6-7,5-4-7-2-0-1-6-3,0,17
8,1,0-1-2-3-4-5-6-7,5-2-0-7-1-6-4-3,0,14
8,1,0-1-2-3-4-5-6-7,5-2-7-0-4-6-1-3,0,16
8,1,0-1-2-3-4-5-6-7,5-7-0-2-3-6-1-4,0,15
8,1,0-1-2-3-4-5-6-7,5-2-7-4-6-0-3-1,0,19
8,1,0-1-2-3-4-5-6-7,5-0-2-7-6-4-1-3,0,15
8,1,0-1-2-3-4-5-6-7,2-0-1-5-6-7-4-3,0,9
8,1,0-1-2-3-4-5-6-7,2-0-7-1-5-4-6-3,0,11
8,1,0-1-2-3-4-5-6-7,5-0-2-1-6-4-7-3,0,10
8,1,0-1-2-3-4-5-6-7,5-2-1-0-4-6-7-3,0,11
8,1,0-1-2-3-4-5-6-7,5-2-7-0-4-6-1-3,0,16
8,1,0-1-2-3-4-5-6-7,5-2-1-7-0-6-4-3,0,15
8,1,0-1-2-3-4-5-6-7,5-2-1-0-4-7-6-3,0,12
8,1,0-1-2-3-4-5-6-7,5-2-4-7-3-0-1-6,0,16
8,1,0-1-2-3-4-5-6-7,2-4-1-0-7-5-3-6,0,10
8,1,0-1-2-3-4-5-6-7,5-0-3-7-2-6-1-4,0,14
8,1,0-1-2-3-4-5-6-7,5-2-0-1-4-7-6-3,0,11
8,1,0-1-2-3-4-5-6-7,5-2-3-0-6-4-7-1,0,13
8,1,0-1-2-3-4-5-6-7,2-3-7-1-5-6-4-0,0,15
8,1,0-1-2-3-4-5-6-7,3-5-2-7-0-4-1-6,0,14
8,1,0-1-2-3-4-5-6-7,5-3-0-4-2-6-7-1,0,13
8,1,0-1-2-3-4-5-6-7,6-3-5-2-1-0-7-4,0,17
8,1,0-1-2-3-4-5-6-7,5-2-3-6-4-1-0-7,0,15
8,1,0-1-2-3-4-5-6-7,6-5-2-3-4-0-1-7,0,17
8,1,0-1-2-3-4-5-6-7,6-3-5-4-7-0-2-1,0,20
8,1,0-1-2-3-4-5-6-7,6-0-3-5-1-4-2-7,0,12
8,1,0-1-2-3-4-5-6-7,6-3-5-0-2-1-4-7,0,14
8,1,0-1-2-3-4-5-6-7,6-5-0-3-7-4-2-1,0,19
8,1,0-1-2-3-4-5-6-7,6-5-3-2-0-4-1-7,0,17
8,1,0-1-2-3-4-5-6-7,6-3-2-4-7-5-0-1,0,18
8,1,0-1-2-3-4-5-6-7,1-6-5-3-4-7-2-0,0,17
8,1,0-1-2-3-4-5-6-7,6-1-2-3-0-4-5-7,0,9
8,1,0-1-2-3-4-5-6-7,1-6-3-5-2-7-4-0,0,15
8,1,0-1-2-3-4-5-6-7,1-6-2-3-0-5-7-4,0,10
8,1,0-1-2-3-4-5-6-7,6-1-5-3-0-7-2-4,0,15
8,1,0-1-2-3-4-5-6-7,6-1-4-5-2-3-7-0,0,16
8,1,0-1-2-3-4-5-6-7,1-6-5-2-0-3-4-7,0,11
8,1,0-1-2-3-4-5-6-7,7-0-4-6-1-5-2-3,0,16
8,1,0-1-2-3-4-5-6-7,4-1-7-6-5-3-0-2,0,19
8,1,0-1-2-3-4-5-6-7,7-0-4-6-1-3-2-5,0,15
8,1,0-1-2-3-4-5-6-7,0-4-1-7-3-6-5-2,0,11
8,1,0-1-2-3-4-5-6-7,7-0-4-6-1-5-2-3,0,16
8,1,0-1-2-3-4-5-6-7,7-0-6-1-4-5-2-3,0,16
8,1,0-1-2-3-4-5-6-7,7-4-0-6-1-2-3-5,0,15
8,1,0-1-2-3-4-5-6-7,4-7-1-0-6-3-2-5,0,15
8,1,0-1-2-3-4-5-6-7,7-1-6-4-0-5-3-2,0,19
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-10-7-2-0-3-1-8-4-15-6-9-14-11-5,0,58
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-9-7-4-2-1-0-6-8-10-15-3-5-12-11-14,0,48
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,10-9-7-4-2-1-0-3-13-5-6-12-15-11-8-14,0,44
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,10-9-5-2-0-7-4-13-12-1-8-15-6-11-3-14,0,51
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,10-5-4-2-1-0-11-12-7-9-6-8-13-14-15-3,0,42
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,4-2-0-9-7-6-5-13-15-10-1-11-8-3-12-14,0,40
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,9-8-7-5-2-0-3-6-4-13-11-1-10-15-12-14,0,43
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-8-6-5-2-1-0-7-9-10-15-4-3-12-11-14,0,48
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-7-5-4-0-6-10-8-2-1-3-15-12-13-14-9,0,46
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,10-5-4-1-0-11-12-7-2-13-8-3-9-14-6-15,0,43
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-8-5-4-1-0-10-2-13-7-9-6-14-3-15-12,0,47
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-8-7-5-4-2-0-9-10-13-1-3-15-14-12-6,0,53
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-7-5-3-2-0-14-6-10-12-8-1-13-4-9-15,0,50
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,8-6-5-3-2-0-7-1-10-4-11-14-9-12-15-13,0,33
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-6-5-3-0-14-4-10-8-7-13-2-15-9-12-1,0,56
16,1,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,11-8-6-5-4-3-2-0-10-14-1-13-15-12-7-9,0,55
